Movie_Rank,Movie_Name,Worldwide_Gross,Domestic_Gross,Domestic_Percent,Foreign_Gross,Foreign_Percent
104,Sea Monsters: A Prehistoric Adventure,"$50,652,463",23746066.0,46.9,26906397.0,53.1
105,This Christmas,"$49,778,552",49121934.0,98.7,656618.0,1.3
106,May 18,"$49,282,156",57982996.94,47.41,49282156.0,100.0
107,Mr. Brooks,"$48,443,734",28549298.0,58.9,19894436.0,41.1
108,The Nanny Diaries,"$47,817,020",25930652.0,54.2,21886368.0,45.8
109,Death at a Funeral,"$46,789,726",8580428.0,18.3,38208985.0,81.7
110,Freedom Writers,"$43,095,175",36605602.0,84.9,6489573.0,15.1
111,The Warlords,"$42,883,181",129078.0,0.3,42754103.0,99.7
112,Pokémon: The Rise of Darkrai,"$42,496,749",57982996.94,47.41,42496749.0,100.0
113,Always: Sunset on Third Street 2,"$42,304,705",57982996.94,47.41,42304705.0,100.0
114,Balls of Fury,"$41,739,111",32886940.0,78.8,8852171.0,21.2
115,Breach,"$40,953,935",33231264.0,81.1,7722671.0,18.9
116,War,"$40,481,352",22486409.0,55.5,17994943.0,44.5
117,The Invasion,"$40,170,558",15074191.0,37.5,25096367.0,62.5
118,Om Shanti Om,"$39,990,809",3597372.0,9.0,36393437.0,91.0
119,Happily N'Ever After,"$38,085,778",15589393.0,40.9,22496385.0,59.1
120,The Hills Have Eyes 2,"$37,697,773",20804166.0,55.2,16893607.0,44.8
121,Natale in crociera,"$37,350,000",57982996.94,47.41,37350000.0,100.0
122,Becoming Jane,"$37,311,672",18670946.0,50.0,18640726.0,50.0
123,Monkey Magic,"$36,745,063",57982996.94,47.41,36745063.0,100.0
124,Sky of Love,"$36,684,020",57982996.94,47.41,36684020.0,100.0
125,Sicko,"$36,093,504",24540079.0,68.0,11553425.0,32.0
126,Hostel: Part II,"$35,728,183",17609452.0,49.3,18118731.0,50.7
127,Vacancy,"$35,442,935",19363565.0,54.6,16079370.0,45.4
128,The Darjeeling Limited,"$35,078,918",11902715.0,33.9,23176203.0,66.1
129,Sunshine,"$34,806,360",3675753.0,10.6,31130607.0,89.4
130,Assembly,"$34,786,960",57982996.94,47.41,34786960.0,100.0
131,Gone Baby Gone,"$34,612,443",20292962.0,58.6,14319481.0,41.4
132,Mr. Woodcock,"$33,683,200",25799486.0,76.6,7883714.0,23.4
133,Run Fatboy Run,"$33,478,921",6003262.0,17.9,27475659.0,82.1
134,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,"$32,787,846",57982996.94,47.41,32787846.0,100.0
135,Awake,"$32,730,062",14377198.0,43.9,18352864.0,56.1
136,88 Minutes,"$32,593,385",17213467.0,52.8,15379918.0,47.2
137,REC,"$32,511,655",57982996.94,47.41,32511655.0,100.0
138,Alpha Dog,"$32,351,125",15309602.0,47.3,17041523.0,52.7
139,Amazing Grace,"$32,120,360",21250683.0,66.2,10869677.0,33.8
140,Hunting and Gathering,"$31,920,899",57982996.94,47.41,31920899.0,100.0
141,The Seeker: The Dark Is Rising,"$31,852,619",8794452.0,27.6,23058167.0,72.4
142,Daddy's Little Girls,"$31,609,243",31366978.0,99.2,242265.0,0.8
143,Love in the Time of Cholera,"$31,575,877",4607608.0,14.6,26968269.0,85.4
144,Welcome,"$31,203,567",57982996.94,47.41,31203567.0,100.0
145,Pathfinder,"$30,984,583",10232081.0,33.0,20752502.0,67.0
146,Nancy Drew,"$30,666,930",25612520.0,83.5,5054410.0,16.5
147,Death Proof,"$30,663,961",57982996.94,47.41,30663961.0,100.0
148,A Beautiful Wife,"$30,385,222",57982996.94,47.41,30385222.0,100.0
149,The Great Debaters,"$30,236,407",30236407.0,100.0,73995924.08,65.85
150,A Tale of Mari and Three Puppies,"$30,183,621",57982996.94,47.41,30183621.0,100.0
151,Lissi und der wilde Kaiser,"$29,733,764",57982996.94,47.41,29733764.0,100.0
152,The Fox and the Child,"$29,610,210",57982996.94,47.41,29610210.0,100.0
153,In the Valley of Elah,"$29,541,790",6777741.0,22.9,22764049.0,77.1
154,Across the Universe,"$29,367,143",24343673.0,82.9,5023470.0,17.1
155,St. Trinian's,"$29,067,829",57982996.94,47.41,29066483.0,100.0
156,Manual of Love 2,"$27,833,482",57982996.94,47.41,27833482.0,100.0
157,The Last Mimzy,"$27,308,918",21471047.0,78.6,5837871.0,21.4
158,Dororo,"$27,308,865",57982996.94,47.41,27308865.0,100.0
159,Shoot 'Em Up,"$27,122,238",12807139.0,47.2,14315099.0,52.8
160,Rendition,"$27,066,382",9736045.0,36.0,17330337.0,64.0
161,The Invisible,"$26,810,113",20578909.0,76.8,6231204.0,23.2
162,Mongol: The Rise of Genghis Khan,"$26,527,510",5705761.0,21.5,20821749.0,78.5
163,Bratz,"$26,013,153",10010209.0,38.5,16002944.0,61.5
164,Grindhouse,"$25,422,088",25037897.0,98.5,384191.0,1.5
165,The Hitcher,"$25,399,945",16472961.0,64.9,8926984.0,35.1
166,The Last Legion,"$25,303,038",5933494.0,23.4,19369544.0,76.6
167,Before the Devil Knows You're Dead,"$25,037,657",7084227.0,28.3,17953430.0,71.7
168,Georgia Rule,"$25,000,167",19103072.0,76.4,5897095.0,23.6
169,Guru,"$24,108,727",2096000.0,8.7,22012727.0,91.3
170,Partner,"$23,968,620",1062840.0,4.4,22905780.0,95.6
171,Persepolis,"$22,783,990",4445756.0,19.5,18338222.0,80.5
172,Cassandra's Dream,"$22,686,378",973018.0,4.3,21713360.0,95.7
173,Dead Silence,"$22,382,047",16809076.0,75.1,5572971.0,24.9
174,Reign Over Me,"$22,242,388",19661987.0,88.4,2580401.0,11.6
175,Waitress,"$22,240,529",19074800.0,85.8,3165729.0,14.2
176,Crows Zero,"$22,036,607",57982996.94,47.41,22036607.0,100.0
177,Reno 911!: Miami,"$22,021,262",20342161.0,92.4,1679101.0,7.6
178,My Blueberry Nights,"$22,007,671",867275.0,3.9,21140396.0,96.1
179,Unfair: The Movie,"$21,914,005",57982996.94,47.41,21914005.0,100.0
180,Like Stars on Earth,"$21,897,373",1223869.0,5.6,20673504.0,94.4
181,Chak De! India,"$21,505,244",1120404.0,5.2,20384840.0,94.8
182,Arn: The Knight Templar,"$21,287,566",57982996.94,47.41,21287566.0,100.0
183,Penelope,"$21,156,270",10011996.0,47.3,11144274.0,52.7
184,Once,"$20,937,169",9439923.0,45.1,11496799.0,54.9
185,Le Grand Chef,"$20,794,760",57982996.94,47.41,20794760.0,100.0
186,Walk Hard: The Dewey Cox Story,"$20,577,458",18317151.0,89.0,2259047.0,11.0
187,Detective Conan: Jolly Roger in the Deep Azure,"$20,440,213",57982996.94,47.41,20440213.0,100.0
188,The Namesake,"$20,354,321",13569248.0,66.7,6785073.0,33.3
189,Evening,"$20,016,753",12492481.0,62.4,7524272.0,37.6
190,The Diving Bell and the Butterfly,"$19,780,116",6003227.0,30.3,13776889.0,69.7
191,Two Days in Paris,"$19,776,159",4433994.0,22.4,15342165.0,77.6
192,Bhool Bhulaiyaa,"$19,073,095",1097797.0,5.8,17975298.0,94.2
193,A Mighty Heart,"$19,008,745",9176787.0,48.3,9831958.0,51.7
194,The Wild Guys 4,"$18,873,863",57982996.94,47.41,18873863.0,100.0
195,Kitaro,"$18,856,642",57982996.94,47.41,18856642.0,100.0
196,The Counterfeiters,"$18,814,713",5488570.0,29.2,13326143.0,70.8
197,Ho voglia di te,"$18,594,142",57982996.94,47.41,18594142.0,100.0
198,Saawariya,"$18,513,120",885574.0,4.8,17627546.0,95.2
199,Daddy Day Camp,"$18,197,398",13235267.0,72.7,4962131.0,27.3
200,Voice of a Murderer,"$18,160,598",57982996.94,47.41,18160598.0,100.0
1,The Dark Knight,"$1,003,845,358",533345358.0,53.1,470500000.0,46.9
2,Indiana Jones and the Kingdom of the Crystal Skull,"$786,636,033",317101119.0,40.3,469534914.0,59.7
3,Kung Fu Panda,"$632,037,515",215727546.0,34.1,416309969.0,65.9
4,Hancock,"$629,443,428",227946274.0,36.2,401497154.0,63.8
5,Mamma Mia!,"$610,002,542",144290968.0,23.7,465711574.0,76.3
6,Madagascar: Escape 2 Africa,"$603,900,354",180010950.0,29.8,423889404.0,70.2
7,Quantum of Solace,"$589,580,694",168368427.0,28.6,421212055.0,71.4
8,Iron Man,"$585,366,247",318604126.0,54.4,266762121.0,45.6
9,WALL·E,"$521,311,860",223808164.0,42.9,297503696.0,57.1
10,The Chronicles of Narnia: Prince Caspian,"$419,665,568",141621490.0,33.7,278044078.0,66.3
11,Sex and the City,"$418,765,321",152647258.0,36.5,266118063.0,63.5
12,Twilight,"$407,248,910",192769854.0,47.3,214417861.0,52.7
13,The Mummy: Tomb of the Dragon Emperor,"$403,449,830",102491776.0,25.4,300958054.0,74.6
14,Slumdog Millionaire,"$378,410,113",141319928.0,37.3,237090185.0,62.7
15,Wanted,"$342,463,063",134508551.0,39.3,207954512.0,60.7
16,The Curious Case of Benjamin Button,"$335,802,786",127509326.0,38.0,208293460.0,62.0
17,Bolt,"$309,979,994",114053579.0,36.8,195926415.0,63.2
18,Horton Hears a Who!,"$298,572,799",154529439.0,51.8,144043360.0,48.2
19,Gran Torino,"$269,958,228",148095302.0,54.9,121862926.0,45.1
20,"10,000 BC","$269,784,201",94784201.0,35.1,175000000.0,64.9
21,The Incredible Hulk,"$264,770,996",134806913.0,50.9,129964083.0,49.1
22,Marley & Me,"$255,743,093",143153751.0,56.0,112589342.0,44.0
23,High School Musical 3: Senior Year,"$252,909,177",90559416.0,35.8,162349761.0,64.2
24,Welcome to the Sticks,"$245,144,417",57982996.94,47.41,245144417.0,100.0
25,Journey to the Center of the Earth,"$244,232,688",101704370.0,41.6,142528318.0,58.4
26,The Day the Earth Stood Still,"$233,093,859",79366978.0,34.0,153726881.0,66.0
27,Get Smart,"$230,685,453",130319208.0,56.5,100366245.0,43.5
28,Taken,"$226,837,760",145000989.0,63.9,81836771.0,36.1
29,Jumper,"$225,132,113",80172128.0,35.6,144959985.0,64.4
30,Yes Man,"$223,241,637",97690976.0,43.8,125550661.0,56.2
31,What Happens in Vegas,"$219,375,562",80277646.0,36.6,139097916.0,63.4
32,Bedtime Stories,"$212,874,864",110101975.0,51.7,102772889.0,48.3
33,Australia,"$211,788,739",49554002.0,23.4,162233509.0,76.6
34,You Don't Mess with the Zohan,"$204,313,400",100018837.0,49.0,104294563.0,51.0
35,Ponyo,"$204,173,142",15090399.0,7.4,189081411.0,92.6
36,Valkyrie,"$201,545,517",83077833.0,41.2,118467684.0,58.8
37,Tropic Thunder,"$195,703,047",110515313.0,56.5,85187498.0,43.5
38,Eagle Eye,"$178,767,383",101440743.0,56.7,77326640.0,43.3
39,Cloverfield,"$172,394,180",80048433.0,46.4,92345747.0,53.6
40,Seven Pounds,"$169,748,929",69951824.0,41.2,99797105.0,58.8
41,Hellboy II: The Golden Army,"$168,319,243",75986503.0,45.1,92332740.0,54.9
42,The Spiderwick Chronicles,"$164,170,327",71195053.0,43.4,92975274.0,56.6
43,Four Christmases,"$164,112,721",120146040.0,73.2,43966681.0,26.8
44,Burn After Reading,"$163,728,902",60355347.0,36.9,103373555.0,63.1
45,The Happening,"$163,403,799",64506874.0,39.5,98896925.0,60.5
46,27 Dresses,"$162,655,351",76808654.0,47.2,85846697.0,52.8
47,21,"$159,808,370",81159365.0,50.8,78649005.0,49.2
48,Vantage Point,"$152,039,882",72266306.0,47.5,79773576.0,52.5
49,Step Up 2: The Streets,"$150,816,700",58017783.0,38.5,92798917.0,61.5
50,Beverly Hills Chihuahua,"$149,292,488",94514402.0,63.3,54778086.0,36.7
51,Asterix at the Olympic Games,"$131,856,927",57982996.94,47.41,131856927.0,100.0
52,Red Cliff,"$129,708,433",627047.0,0.5,129081386.0,99.5
53,The Forbidden Kingdom,"$128,779,982",52075270.0,40.4,76704712.0,59.6
54,Step Brothers,"$128,107,642",100468793.0,78.4,27638849.0,21.6
55,Body of Lies,"$115,900,897",39394666.0,34.0,76506231.0,66.0
56,Saw V,"$113,864,059",56746769.0,49.8,57117290.0,50.2
57,Changeling,"$113,398,237",35739802.0,31.5,77658435.0,68.5
58,Rambo,"$113,244,290",42754105.0,37.8,70490185.0,62.2
59,Fool's Gold,"$111,231,041",70231041.0,63.1,41000000.0,36.9
60,Transporter 3,"$108,979,549",31715062.0,29.1,77264487.0,70.9
61,The Reader,"$108,902,486",34194407.0,31.4,74708079.0,68.6
62,Made of Honor,"$106,407,672",46012734.0,43.2,60394938.0,56.8
63,Forgetting Sarah Marshall,"$105,833,257",63172463.0,59.7,42660794.0,40.3
64,Pineapple Express,"$101,624,843",87341380.0,85.9,14283463.0,14.1
65,Nim's Island,"$100,104,565",48006762.0,48.0,52097803.0,52.0
66,Vicky Cristina Barcelona,"$96,409,830",23216709.0,24.1,73192591.0,75.9
67,Speed Racer,"$93,945,766",43945766.0,46.8,50000000.0,53.2
68,Role Models,"$92,649,419",67294270.0,72.6,25355149.0,27.4
69,Max Payne,"$87,066,930",40689393.0,46.7,46377537.0,53.3
70,The Tale of Despereaux,"$86,957,280",50877145.0,58.5,36080135.0,41.5
71,Meet the Spartans,"$85,897,593",38233676.0,44.5,47663917.0,55.5
72,Nights in Rodanthe,"$84,375,346",41850659.0,49.6,42524687.0,50.4
73,The Strangers,"$82,410,456",52597610.0,63.8,29812846.0,36.2
74,Righteous Kill,"$78,460,699",40081410.0,51.1,38379289.0,48.9
75,The Other Boleyn Girl,"$78,199,679",26814957.0,34.3,51384722.0,65.7
76,Mirrors,"$78,094,714",30691439.0,39.3,47403275.0,60.7
77,Death Race,"$76,014,335",36316032.0,47.8,39698303.0,52.2
78,Revolutionary Road,"$75,981,180",22911480.0,30.2,53069700.0,69.8
79,Boys Over Flowers: Final,"$72,243,609",57982996.94,47.41,72243609.0,100.0
80,Babylon A.D.,"$72,109,200",22532572.0,31.2,49576628.0,68.8
81,Superhero Movie,"$71,538,062",25881068.0,36.2,45656994.0,63.8
82,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,"$70,642,966",65281781.0,92.4,5361185.0,7.6
83,Departures,"$70,442,129",1498210.0,2.1,68943919.0,97.9
84,The House Bunny,"$70,439,696",48237389.0,68.5,22202307.0,31.5
85,The X Files: I Want to Believe,"$69,363,381",20982478.0,30.3,48380903.0,69.7
86,Star Wars: The Clone Wars,"$68,282,844",35161554.0,51.5,33121290.0,48.5
87,Street Kings,"$66,476,363",26418667.0,39.7,40057696.0,60.3
88,Space Chimps,"$65,097,693",30105968.0,46.2,34991725.0,53.8
89,The Bank Job,"$64,822,796",30060660.0,46.4,34762136.0,53.6
90,Baby Mama,"$64,444,713",60494212.0,93.9,3950501.0,6.1
91,Inkheart,"$62,803,180",17303424.0,27.6,45499756.0,72.4
92,The Eye,"$58,010,320",31418697.0,54.2,26591623.0,45.8
93,Prom Night,"$57,197,876",43869350.0,76.7,13328526.0,23.3
94,"Definitely, Maybe","$55,990,299",32241649.0,57.6,23748650.0,42.4
95,Suspect X,"$54,846,110",57982996.94,47.41,54846110.0,100.0
96,Milk,"$54,589,558",31841299.0,58.3,22748259.0,41.7
97,Untraceable,"$52,933,513",28687835.0,54.2,24245678.0,45.8
98,Doubt,"$51,699,984",33446470.0,64.7,18253514.0,35.3
99,College Road Trip,"$51,549,674",45610425.0,88.5,5939249.0,11.5
100,Meet Dave,"$51,339,567",11803254.0,23.0,39536313.0,77.0
101,Defiance,"$51,262,751",28644813.0,55.9,22617938.0,44.1
102,The Women,"$50,007,546",26902075.0,53.8,23105471.0,46.2
103,Drillbit Taylor,"$49,944,325",32862104.0,65.8,17082221.0,34.2
104,CJ7,"$49,529,913",207378.0,0.4,49322535.0,99.6
105,The Hurt Locker,"$49,230,772",17017811.0,34.6,32212961.0,65.4
106,Shutter,"$48,555,306",25928550.0,53.4,22626756.0,46.6
107,Pokémon: Giratina and the Sky Warrior,"$47,511,422",57982996.94,47.41,47511422.0,100.0
108,One Missed Call,"$45,847,751",26890041.0,58.7,18957710.0,41.3
109,If You Are the One,"$45,521,453",57982996.94,47.41,45521453.0,100.0
110,The Wrestler,"$44,734,660",26238243.0,58.7,18496417.0,41.3
111,Lakeview Terrace,"$44,655,002",39263506.0,87.9,5391496.0,12.1
112,The Sisterhood of the Traveling Pants 2,"$44,352,417",44089964.0,99.4,262453.0,0.6
113,The Good the Bad the Weird,"$44,261,209",128486.0,0.3,44132723.0,99.7
114,Semi-Pro,"$44,004,502",33479698.0,76.1,10524804.0,23.9
115,"Welcome Home, Roscoe Jenkins","$43,655,418",42436517.0,97.2,1218901.0,2.8
116,Harold & Kumar Escape from Guantanamo Bay,"$43,495,888",38108728.0,87.6,5387160.0,12.4
117,The Duchess,"$43,343,384",13848978.0,32.0,29494406.0,68.0
118,Zack and Miri Make a Porno,"$42,782,463",31457946.0,73.5,11324517.0,26.5
119,Bangkok Dangerous,"$42,487,390",15298133.0,36.0,27189257.0,64.0
120,Meet the Browns,"$41,975,388",41975388.0,100.0,73995924.08,65.85
121,Scandal Makers,"$41,745,790",57982996.94,47.41,41745790.0,100.0
122,Fly Me to the Moon 3D,"$41,721,414",13816982.0,33.1,27904432.0,66.9
123,Never Back Down,"$41,627,431",24850922.0,59.7,16776509.0,40.3
124,My Best Friend's Girl,"$41,624,687",19219250.0,46.2,22405437.0,53.8
125,Escape Captivity: The Movie,"$41,550,983",57982996.94,47.41,41550983.0,100.0
126,Quarantine,"$41,319,906",31691811.0,76.7,9628095.0,23.3
127,Leatherheads,"$41,319,039",31373938.0,75.9,9945101.0,24.1
128,The Love Guru,"$40,877,556",32235793.0,78.9,8641763.0,21.1
129,The Boy in the Striped Pajamas,"$40,416,563",9046156.0,22.4,31370407.0,77.6
130,The Secret Life of Bees,"$39,952,437",37770162.0,94.5,2182275.0,5.5
131,The Spirit,"$39,164,441",19806188.0,50.6,19358253.0,49.4
132,Admiral,"$39,143,985",57982996.94,47.41,39143985.0,100.0
133,First Sunday,"$38,810,311",37931869.0,97.7,878442.0,2.3
134,Ghajini,"$38,316,584",2430627.0,6.3,35885957.0,93.7
135,20th Century Boys 1: Beginning of the End,"$38,231,562",57982996.94,47.41,38231562.0,100.0
136,Painted Skin,"$37,579,689",57982996.94,47.41,37579689.0,100.0
137,The Family That Preys,"$37,105,289",37105289.0,100.0,73995924.08,65.85
138,Natale a Rio,"$36,702,844",57982996.94,47.41,36702844.0,100.0
139,The Chaser,"$36,467,587",57982996.94,47.41,36467587.0,100.0
140,The Magic Hour,"$36,023,586",57982996.94,47.41,36023586.0,100.0
141,Death Note: L Change the World,"$35,319,632",57982996.94,47.41,35319632.0,100.0
142,Gomorrah,"$34,861,529",1579146.0,4.5,33282383.0,95.5
143,Disaster Movie,"$34,816,824",14190901.0,40.8,20625923.0,59.2
144,Nick and Norah's Infinite Playlist,"$33,556,631",31487293.0,93.8,2069338.0,6.2
145,Fireproof,"$33,473,297",33456317.0,99.9,16980.0,65.85
146,In Bruges,"$33,394,440",7800824.0,23.4,25593616.0,76.6
147,Che: Part One,"$33,266,274",57982996.94,47.41,33266274.0,100.0
148,Last Chance Harvey,"$32,566,966",14889042.0,45.7,17677924.0,54.3
149,The Wave,"$32,350,637",57982996.94,47.41,32350637.0,100.0
150,Doraemon the Movie: Nobita and the Green Giant Legend,"$31,684,949",57982996.94,47.41,31684949.0,100.0
151,Pride and Glory,"$31,200,557",15740721.0,50.5,15459836.0,49.5
152,Igor,"$30,893,885",19528602.0,63.2,11365283.0,36.8
153,Be Kind Rewind,"$30,579,406",11175164.0,36.5,19404242.0,63.5
154,The Best Movie,"$30,525,503",57982996.94,47.41,30525503.0,100.0
155,Mesrine: Killer Instinct,"$30,503,743",57982996.94,47.41,30503743.0,100.0
156,Rab Ne Bana Di Jodi,"$29,914,469",2078956.0,6.9,27835513.0,93.1
157,W.,"$29,560,587",25534493.0,86.4,4026094.0,13.6
158,The Class,"$29,303,505",3766810.0,12.9,25536695.0,87.1
159,Singh Is King,"$29,169,677",2159376.0,7.4,27010301.0,92.6
160,Recep Ivedik,"$28,548,025",57982996.94,47.41,28548025.0,100.0
161,Appaloosa,"$27,712,362",20211394.0,72.9,7500968.0,27.1
162,Traitor,"$27,674,464",23530831.0,85.0,4143633.0,15.0
163,Frost/Nixon,"$27,426,335",18622031.0,67.9,8804304.0,32.1
164,Forever the Moment,"$27,259,300",57982996.94,47.41,27259300.0,100.0
165,Public Enemy Returns,"$27,226,420",57982996.94,47.41,27226420.0,100.0
166,Ghost Town,"$27,090,159",13367624.0,49.3,13722535.0,50.7
167,The Baader Meinhof Complex,"$26,937,355",476270.0,1.8,26461085.0,98.2
168,Jodhaa Akbar,"$26,890,354",3440718.0,12.8,23449636.0,87.2
169,Mad Money,"$26,412,163",20668843.0,78.3,5743320.0,21.7
170,RocknRolla,"$25,742,207",5700626.0,22.1,20040237.0,77.8
171,I'm a Cat Stalker,"$25,221,446",57982996.94,47.41,25221446.0,100.0
172,Race,"$24,503,269",1367024.0,5.6,23136245.0,94.4
173,Detroit Metal City,"$23,744,571",57982996.94,47.41,23744571.0,100.0
174,Disco,"$23,524,551",57982996.94,47.41,23524551.0,100.0
175,Paris,"$23,328,518",1010194.0,4.3,22318324.0,95.7
176,Under the Same Moon,"$23,313,049",12590147.0,54.0,10722902.0,46.0
177,"Sorry, If I Love You","$23,249,815",57982996.94,47.41,23249815.0,100.0
178,Detective Conan: Full Score of Fear,"$22,996,756",57982996.94,47.41,22996756.0,100.0
179,Kung Fu Dunk,"$22,945,567",57982996.94,47.41,22945567.0,100.0
180,The Merry Widow,"$22,872,698",57982996.94,47.41,22872698.0,100.0
181,The Ruins,"$22,818,256",17432844.0,76.4,5385412.0,23.6
182,U2 3D,"$22,730,842",10363341.0,45.6,12367501.0,54.4
183,The Accidental Husband,"$22,707,064",57982996.94,47.41,22707064.0,100.0
184,Paco and the Magical Book,"$22,679,633",57982996.94,47.41,22679633.0,100.0
185,Doomsday,"$22,472,631",11008770.0,49.0,11463861.0,51.0
186,I've Loved You So Long,"$22,272,176",3169305.0,14.2,19102871.0,85.8
187,A.R.O.G,"$22,212,369",57982996.94,47.41,22212369.0,100.0
188,Ip Man,"$22,108,789",57982996.94,47.41,22108789.0,100.0
189,Wild Child,"$21,972,336",57982996.94,47.41,21972336.0,100.0
190,"Grande, grosso e... Verdone","$21,860,130",57982996.94,47.41,21860130.0,100.0
191,The Flight Before Christmas,"$21,822,495",57982996.94,47.41,21822495.0,100.0
192,Over Her Dead Body,"$21,458,111",7563670.0,35.2,13894441.0,64.8
193,K-20: The Fiend with Twenty Faces,"$21,443,265",57982996.94,47.41,21443265.0,100.0
194,Three Kingdoms,"$21,159,916",57982996.94,47.41,21159916.0,100.0
195,The Divine Weapon,"$19,991,573",57982996.94,47.41,19991573.0,100.0
196,Jaane Tu... Ya Jaane Na,"$19,852,786",604037.0,3.0,19248749.0,97.0
197,Blindness,"$19,844,979",3351751.0,16.9,16493228.0,83.1
198,Il cosmo sul comò,"$19,494,191",57982996.94,47.41,19494191.0,100.0
199,Lyubov 2 Morkov,"$19,171,562",57982996.94,47.41,19171562.0,100.0
200,How to Lose Friends & Alienate People,"$19,152,009",2778752.0,14.5,16373257.0,85.5
1,Avatar,"$2,743,577,587",749766139.0,27.3,1993811448.0,72.7
2,Harry Potter and the Half-Blood Prince,"$933,959,197",301959197.0,32.3,632000000.0,67.7
3,Ice Age: Dawn of the Dinosaurs,"$886,686,817",196573705.0,22.2,690113112.0,77.8
4,Transformers: Revenge of the Fallen,"$836,303,693",402111870.0,48.1,434191823.0,51.9
