Movie_Rank,Movie_Name,Worldwide_Gross,Domestic_Gross,Domestic_Percent,Foreign_Gross,Foreign_Percent
124,House at the End of the Street,"$44,287,131",31611916.0,71.4,12675215.0,28.6
125,The Guilt Trip,"$41,863,726",37134215.0,88.7,4729511.0,11.3
126,Safe,"$41,564,670",17142080.0,41.2,24422590.0,58.8
127,Dredd,"$41,037,742",13414714.0,32.7,27623028.0,67.3
128,La vérité si je mens! 3,"$40,928,635",57982996.94,47.41,40928635.0,100.0
129,Always: Sunset on Third Street '64,"$40,923,305",57982996.94,47.41,40923305.0,100.0
130,Chernobyl Diaries,"$38,390,020",18119640.0,47.2,20270380.0,52.8
131,Killing Them Softly,"$37,930,465",15026056.0,39.6,22904409.0,60.4
132,Rurouni Kenshin Part I: Origins,"$37,654,579",57982996.94,47.41,37654579.0,100.0
133,The Tower,"$36,512,327",57982996.94,47.41,36512327.0,100.0
134,Conquest 1453,"$35,797,045",35730.0,47.41,35761315.0,99.9
135,Good Deeds,"$35,579,177",35025791.0,98.4,553386.0,1.6
136,Arbitrage,"$35,485,056",7919574.0,22.3,27565482.0,77.7
137,Welcome to the North,"$34,995,189",57982996.94,47.41,34995189.0,100.0
138,Chimpanzee,"$34,823,764",28972764.0,83.2,5851000.0,16.8
139,Alex Cross,"$34,618,867",25888412.0,74.8,8730455.0,25.2
140,Salmon Fishing in the Yemen,"$34,564,651",9047981.0,26.2,25516670.0,73.8
141,Haywire,"$34,513,760",18942396.0,54.9,15571364.0,45.1
142,Adventures in Zambezia,"$34,428,345",57982996.94,47.41,34428345.0,100.0
143,Cirque du Soleil: Worlds Away,"$34,153,101",12512862.0,36.6,21640239.0,63.4
144,Three Heroes on Distant Shores,"$33,674,759",57982996.94,47.41,33674759.0,100.0
145,2016: Obama's America,"$33,449,086",33449086.0,100.0,73995924.08,65.85
146,The Perks of Being a Wallflower,"$33,384,127",17742948.0,53.1,15641179.0,46.9
147,Lockout,"$32,948,113",14326864.0,43.5,18621249.0,56.5
148,Bait,"$32,813,407",57982996.94,47.41,32813407.0,100.0
149,Katy Perry: Part of Me,"$32,726,956",25326071.0,77.4,7400885.0,22.6
150,Nameless Gangster: Rules of the Time,"$32,472,645",57982996.94,47.41,32472645.0,100.0
151,Movie 43,"$32,438,988",8840453.0,27.3,23598535.0,72.7
152,The Floating Castle,"$31,967,471",57982996.94,47.41,31967471.0,100.0
153,The Neighbors,"$31,949,315",57982996.94,47.41,31949315.0,100.0
154,The Dream Team,"$31,822,402",57982996.94,47.41,31822402.0,100.0
155,What's in a Name?,"$31,303,580",8111.0,47.41,31295469.0,100.0
156,Joyful Noise,"$31,158,113",30932113.0,99.3,226000.0,0.7
157,Premium Rush,"$31,083,599",20275446.0,65.2,10808153.0,34.8
158,Playing for Keeps,"$30,962,335",13103272.0,42.3,17859063.0,57.7
159,The Four,"$30,505,808",57982996.94,47.41,30505808.0,100.0
160,The Grand Heist,"$30,158,762",57982996.94,47.41,30158762.0,100.0
161,The Raven,"$29,699,345",16008272.0,53.9,13691073.0,46.1
162,Amour,"$29,652,180",6739492.0,22.7,22912688.0,77.3
163,All About My Wife,"$29,382,038",57982996.94,47.41,29382038.0,100.0
164,Seven Psychopaths,"$29,347,202",15024049.0,51.2,14323153.0,48.8
165,Rowdy Rathore,"$29,342,463",777373.0,2.6,28565090.0,97.4
166,SPEC: Heaven,"$29,023,960",57982996.94,47.41,29023960.0,100.0
167,We Were There: True Love,"$28,876,929",57982996.94,47.41,28876929.0,100.0
168,Bol Bachchan,"$28,775,262",1216258.0,4.2,27559004.0,95.8
169,Deranged,"$28,444,173",57982996.94,47.41,28444173.0,100.0
170,The Master,"$28,258,060",16377274.0,58.0,11880786.0,42.0
171,Hitchcock,"$27,039,669",6008677.0,22.2,21030992.0,77.8
172,Dearest,"$26,723,916",57982996.94,47.41,26723916.0,100.0
173,Architecture 101,"$26,642,354",57982996.94,47.41,26642354.0,100.0
174,Dancing Queen,"$26,411,266",57982996.94,47.41,26411266.0,100.0
175,Lesson of the Evil,"$26,167,224",57982996.94,47.41,26167224.0,100.0
176,Agneepath,"$26,001,696",1986748.0,7.6,24014948.0,92.4
177,Rust and Bone,"$25,807,712",2062027.0,8.0,23745685.0,92.0
178,Head Over Heels 2,"$25,402,893",57982996.94,47.41,25402893.0,100.0
179,On the Other Side of the Tracks,"$25,109,572",9572.0,47.41,25100000.0,100.0
180,Helter Skelter,"$25,066,699",57982996.94,47.41,25066699.0,100.0
181,The Last Tycoon,"$25,009,914",57982996.94,47.41,25009914.0,100.0
182,Housefull 2,"$24,922,847",1791780.0,7.2,23131067.0,92.8
183,Big Miracle,"$24,719,215",20157300.0,81.5,4561915.0,18.5
184,Sparkle,"$24,637,800",24397469.0,99.0,240331.0,1.0
185,The Players,"$24,629,152",10854.0,47.41,24618298.0,100.0
186,Liar Game: Reborn,"$24,549,726",57982996.94,47.41,24549726.0,100.0
187,I Want You,"$23,961,214",57982996.94,47.41,23961214.0,100.0
188,Turkish for Beginners,"$23,952,712",57982996.94,47.41,23952712.0,100.0
189,Wanderlust,"$23,812,816",17450535.0,73.3,6362281.0,26.7
190,"Little Brother, Big Trouble: A Christmas Adventure","$23,785,681",57982996.94,47.41,23785681.0,100.0
191,To the Arctic 3D,"$23,695,388",14560838.0,61.5,9134550.0,38.5
192,Hotaru the Movie: It's Only a Little Light in My Life,"$22,975,341",57982996.94,47.41,22975341.0,100.0
193,Kon-Tiki,"$22,842,887",1517410.0,6.6,21325477.0,93.4
194,Fall in Love Like a Star,"$22,640,355",57982996.94,47.41,22640355.0,100.0
195,Upside Down,"$22,187,813",105095.0,0.5,22082718.0,99.5
196,Unbowed,"$22,132,903",57982996.94,47.41,22132903.0,100.0
197,Confession of Murder,"$21,701,525",57982996.94,47.41,21701525.0,100.0
198,StreetDance 2 2012 Re-release,"$21,638,853",57982996.94,47.41,21638853.0,100.0
199,2012 2012 Re-release,"$21,538,353",57982996.94,47.41,21538353.0,100.0
200,Beasts of the Southern Wild,"$21,107,746",12795746.0,60.6,8312000.0,39.4
1,Frozen,"$1,280,802,282",400738009.0,31.3,880064273.0,68.7
2,Iron Man 3,"$1,214,811,252",409013994.0,33.7,805797258.0,66.3
3,Despicable Me 2,"$970,766,005",368065385.0,37.9,602700620.0,62.1
4,The Hobbit: The Desolation of Smaug,"$958,366,855",258366855.0,27.0,700000000.0,73.0
5,The Hunger Games: Catching Fire,"$865,011,746",424668047.0,49.1,440343699.0,50.9
6,Fast & Furious 6,"$788,679,850",238679850.0,30.3,550000000.0,69.7
7,Monsters University,"$743,559,607",268492764.0,36.1,475066843.0,63.9
8,Gravity,"$723,192,705",274092705.0,37.9,449100000.0,62.1
9,Man of Steel,"$670,145,518",291045518.0,43.4,379100000.0,56.6
10,Thor: The Dark World,"$644,783,140",206362140.0,32.0,438421000.0,68.0
11,The Croods,"$587,204,668",187168425.0,31.9,400036243.0,68.1
12,World War Z,"$540,007,876",202359711.0,37.5,337648165.0,62.5
13,Oz the Great and Powerful,"$493,311,825",234911825.0,47.6,258400000.0,52.4
14,Star Trek Into Darkness,"$467,365,246",228778661.0,49.0,238586585.0,51.0
15,The Wolverine,"$414,828,246",132556852.0,32.0,282271394.0,68.0
16,Pacific Rim,"$411,002,906",101802906.0,24.8,309200000.0,75.2
17,The Wolf of Wall Street,"$392,000,694",116900694.0,29.8,275100000.0,70.2
18,G.I. Joe: Retaliation,"$375,740,705",122523060.0,32.6,253217645.0,67.4
19,The Hangover Part III,"$362,000,072",112200072.0,31.0,249800000.0,69.0
20,The Great Gatsby,"$353,641,895",144840419.0,41.0,208801476.0,59.0
21,Now You See Me,"$351,723,989",117723989.0,33.5,234000000.0,66.5
22,The Smurfs 2,"$347,545,360",71017784.0,20.4,276527576.0,79.6
23,The Conjuring,"$319,494,638",137400141.0,43.0,182094497.0,57.0
24,A Good Day to Die Hard,"$304,654,182",67349198.0,22.1,237304984.0,77.9
25,Oblivion,"$286,168,572",89107235.0,31.1,197061337.0,68.9
26,Elysium,"$286,140,700",93050117.0,32.5,193090583.0,67.5
27,Turbo,"$282,570,682",83028128.0,29.4,199542554.0,70.6
28,Cloudy with a Chance of Meatballs 2,"$274,325,949",119793567.0,43.7,154532382.0,56.3
29,Epic,"$268,426,634",107518682.0,40.1,160907952.0,59.9
30,The Lone Ranger,"$260,502,115",89302115.0,34.3,171200000.0,65.7
31,American Hustle,"$251,171,807",150117807.0,59.8,101054000.0,40.2
32,Grown Ups 2,"$246,984,278",133668525.0,54.1,113315753.0,45.9
33,After Earth,"$243,611,982",60522097.0,24.8,183089885.0,75.2
34,Planes,"$239,258,712",90288712.0,37.7,148970000.0,62.3
35,The Heat,"$229,930,771",159582188.0,69.4,70348583.0,30.6
36,Hansel & Gretel: Witch Hunters,"$226,349,749",55703475.0,24.6,170646274.0,75.4
37,Captain Phillips,"$218,791,811",107100855.0,49.0,111690956.0,51.0
38,Journey to the West: Conquering the Demons,"$205,637,183",18058.0,47.41,205619125.0,100.0
39,White House Down,"$205,366,737",73103784.0,35.6,132262953.0,64.4
40,Percy Jackson: Sea of Monsters,"$199,850,315",68559554.0,34.3,131290761.0,65.7
41,Jack the Giant Slayer,"$197,687,603",65187603.0,33.0,132500000.0,67.0
42,The Secret Life of Walter Mitty,"$188,133,322",58236838.0,31.0,129896484.0,69.0
43,12 Years a Slave,"$187,733,202",56671993.0,30.2,131061209.0,69.8
44,The Butler,"$177,313,795",116632095.0,65.8,60681700.0,34.2
45,Identity Thief,"$173,965,010",134506920.0,77.3,39458090.0,22.7
46,Anchorman 2: The Legend Continues,"$171,464,676",125168368.0,73.0,46296308.0,27.0
47,Olympus Has Fallen,"$170,270,201",98925640.0,58.1,71344561.0,41.9
48,Insidious: Chapter 2,"$161,919,318",83586447.0,51.6,78332871.0,48.4
49,Lone Survivor,"$154,802,912",125095601.0,80.8,29707311.0,19.2
50,Jackass Presents: Bad Grandpa,"$151,826,547",102003019.0,67.2,49823528.0,32.8
51,47 Ronin,"$151,783,839",38362475.0,25.3,113421364.0,74.7
52,RED 2,"$148,075,565",53262560.0,36.0,94813005.0,64.0
53,Mama,"$146,428,180",71628180.0,48.9,74800000.0,51.1
54,Escape Plan,"$137,328,301",25135965.0,18.3,112192336.0,81.7
55,2 Guns,"$131,940,411",75612460.0,57.3,56327951.0,42.7
56,This Is the End,"$126,041,322",101470202.0,80.5,24571120.0,19.5
57,Ender's Game,"$125,544,024",61737191.0,49.2,63806833.0,50.8
58,Prisoners,"$122,126,687",61002302.0,50.0,61124385.0,50.0
59,Jurassic Park 2013 Re-release,"$118,192,315",45385935.0,38.4,72806380.0,61.6
60,Saving Mr. Banks,"$117,867,984",83301580.0,70.7,34566404.0,29.3
61,Warm Bodies,"$116,980,662",66380662.0,56.7,50600000.0,43.3
62,Personal Tailor,"$116,126,458",375892.0,0.3,115750566.0,99.7
63,So Young,"$114,926,694",11186.0,47.41,114915508.0,100.0
64,Free Birds,"$110,387,072",55750480.0,50.5,54636592.0,49.5
65,Gangster Squad,"$105,200,903",46000903.0,43.7,59200000.0,56.3
66,Instructions Not Included,"$100,486,616",44467206.0,44.3,56019410.0,55.7
67,Philomena,"$100,129,872",37709979.0,37.7,62419893.0,62.3
68,Blue Jasmine,"$99,104,804",33405481.0,33.7,65699323.0,66.3
69,Young Detective Dee: Rise of the Sea Dragon,"$98,774,891",87783.0,47.41,98687108.0,99.9
70,Riddick,"$98,337,295",42025135.0,42.7,56312160.0,57.3
71,Safe Haven,"$97,594,140",71349120.0,73.1,26245020.0,26.9
72,Evil Dead,"$97,542,952",54239856.0,55.6,43303096.0,44.4
73,42,"$97,470,701",95020213.0,97.5,2450488.0,2.5
74,The Mortal Instruments: City of Bones,"$95,396,573",31165421.0,32.7,64231152.0,67.3
75,Rush,"$95,224,595",26947624.0,28.3,68276971.0,71.7
76,Police Story: Lockdown,"$94,249,025",57982996.94,47.41,94249025.0,100.0
77,The Internship,"$93,492,844",44672764.0,47.8,48820080.0,52.2
78,The Purge,"$89,328,627",64473115.0,72.2,24855512.0,27.8
79,Dhoom 3,"$88,031,955",8031955.0,9.1,80000000.0,90.9
80,Pain & Gain,"$87,305,549",49875291.0,57.1,37430258.0,42.9
81,About Time,"$87,100,449",15322921.0,17.6,71777528.0,82.4
82,American Dreams in China,"$87,097,067",57982996.94,47.41,87097067.0,100.0
83,Snowpiercer,"$86,758,912",4563650.0,5.3,82195262.0,94.7
84,Carrie,"$84,790,678",35266619.0,41.6,49524059.0,58.4
85,Finding Mr. Right,"$84,112,033",6945.0,47.41,84105088.0,100.0
86,The Fighter Pilot,"$82,879,386",57982996.94,47.41,82879386.0,100.0
87,Miracle in Cell No. 7,"$82,101,723",57982996.94,47.41,82101723.0,100.0
88,The Attorney,"$78,547,586",557236.0,0.7,77990350.0,99.3
89,The Family,"$78,418,811",36918811.0,47.1,41500000.0,52.9
90,Scary Movie V,"$78,378,744",32015787.0,40.8,46362957.0,59.2
91,R.I.P.D.,"$78,324,220",33618855.0,42.9,44705365.0,57.1
92,Tiny Times,"$77,717,014",23462.0,47.41,77693552.0,100.0
93,Suck Me Shakespeer,"$77,676,735",57982996.94,47.41,77676735.0,100.0
94,The Book Thief,"$76,586,316",21488481.0,28.1,55097835.0,71.9
95,Escape from Planet Earth,"$74,597,643",57012977.0,76.4,17584666.0,23.6
96,August: Osage County,"$74,188,937",37738810.0,50.9,36450127.0,49.1
97,The Best Man Holiday,"$72,835,710",70525195.0,96.8,2310515.0,3.2
98,The Counselor,"$71,009,334",16973715.0,23.9,54035619.0,76.1
99,Sole a catinelle,"$69,903,094",57982996.94,47.41,69903094.0,100.0
100,The Call,"$68,572,631",51872378.0,75.6,16700253.0,24.4
101,Stalingrad,"$68,316,452",1013945.0,1.5,67302507.0,98.5
102,Thunder and the House of Magic,"$64,197,205",4091.0,47.41,64193114.0,100.0
103,The Grandmaster,"$64,076,736",6594959.0,10.3,57481777.0,89.7
104,One Direction: This Is Us,"$63,852,783",28873374.0,45.2,34979409.0,54.8
105,Side Effects,"$63,414,135",32172757.0,50.7,31241378.0,49.3
106,The Host,"$63,365,859",26627201.0,42.0,36738658.0,58.0
107,Runner Runner,"$62,675,095",19316646.0,30.8,43358449.0,69.2
108,The Face Reader,"$61,559,184",515876.0,0.8,61043308.0,99.2
109,The Legend of Hercules,"$61,279,452",18848538.0,30.8,42430914.0,69.2
110,Kick-Ass 2,"$60,795,985",28795985.0,47.4,32000000.0,52.6
111,A Haunted House,"$60,159,584",40041683.0,66.6,20117901.0,33.4
112,Beautiful Creatures,"$60,052,138",19452138.0,32.4,40600000.0,67.6
113,Snitch,"$57,824,674",42930462.0,74.2,14894212.0,25.8
114,The Physician,"$57,284,237",57982996.94,47.41,57284237.0,100.0
115,Firestorm,"$55,754,766",57982996.94,47.41,55754766.0,100.0
116,Dallas Buyers Club,"$55,198,285",27298285.0,49.5,27900000.0,50.5
117,A Madea Christmas,"$53,396,635",52543354.0,98.4,853281.0,1.6
118,Temptation: Confessions of a Marriage Counselor,"$53,143,144",51975354.0,97.8,1167790.0,2.2
119,Delivery Man,"$53,120,346",30664106.0,57.7,22456240.0,42.3
120,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,"$51,167,572",944193.0,1.8,50223379.0,98.2
121,Dragon Ball Z: Battle of Gods,"$50,461,371",2553002.0,5.1,47908369.0,94.9
122,The Berlin File,"$48,972,848",665210.0,1.4,48307638.0,98.6
123,Homefront,"$48,449,416",20158898.0,41.6,28290518.0,58.4
124,The Last Stand,"$48,330,757",12050299.0,24.9,36280458.0,75.1
125,Her,"$48,269,269",25568251.0,53.0,22701018.0,47.0
126,21 & Over,"$48,065,672",25682380.0,53.4,22383292.0,46.6
127,Texas Chainsaw,"$47,340,586",34341945.0,72.5,12998641.0,27.5
128,Tiny Times 2.0,"$47,289,937",43788.0,47.41,47246149.0,99.9
129,Switch,"$47,164,301",57982996.94,47.41,47164301.0,100.0
130,The Place Beyond the Pines,"$47,052,899",21403519.0,45.5,25649380.0,54.5
131,Parker,"$46,922,566",17616641.0,37.5,29305925.0,62.5
132,The Big Wedding,"$46,522,137",21819348.0,46.9,24702789.0,53.1
133,Badges of Fury,"$46,495,296",57982996.94,47.41,46495296.0,100.0
134,The World's End,"$46,089,287",26004851.0,56.4,20084436.0,43.6
135,Grudge Match,"$44,907,260",29807260.0,66.4,15100000.0,33.6
136,The White Storm,"$44,670,277",57982996.94,47.41,44670277.0,100.0
137,Tarzan,"$44,095,996",57982996.94,47.41,44095996.0,100.0
138,Secretly Greatly,"$43,447,199",57982996.94,47.41,43447199.0,100.0
139,"The Chef, The Actor, The Scoundrel","$42,970,000",57982996.94,47.41,42970000.0,100.0
140,Doraemon: Nobita's Secret Gadget Museum,"$42,770,271",57982996.94,47.41,42770271.0,100.0
141,Jobs,"$42,128,352",16131410.0,38.3,25996942.0,61.7
142,No Man's Land,"$41,807,712",57982996.94,47.41,41807712.0,100.0
143,Lupin III vs. Detective Conan: The Movie,"$41,397,727",57982996.94,47.41,41397727.0,100.0
144,Yolki 3,"$40,267,368",57982996.94,47.41,40267368.0,100.0
145,Don Jon,"$39,439,355",24477704.0,62.1,14961651.0,37.9
146,Antoine and Sebastian,"$38,719,881",57982996.94,47.41,38719881.0,100.0
147,Cold Eyes,"$37,795,598",57982996.94,47.41,37795598.0,100.0
148,"Like Father, Like Son","$37,170,163",334616.0,0.9,36835547.0,99.1
149,Detective Conan: Private Eye in the Distant Sea,"$36,324,232",57982996.94,47.41,36324232.0,100.0
150,Dügün Dernek,"$36,185,741",57982996.94,47.41,36185741.0,100.0
151,The Terror Live,"$35,659,824",57982996.94,47.41,35659824.0,100.0
152,Hide and Seek,"$35,461,505",57982996.94,47.41,35461505.0,100.0
153,Blind Detective,"$34,958,596",57982996.94,47.41,34958596.0,100.0
154,Broken City,"$34,737,199",19701164.0,56.7,15036035.0,43.3
155,Inside Llewyn Davis,"$32,935,319",13235319.0,40.2,19700000.0,59.8
156,Serial Teachers,"$32,849,727",57982996.94,47.41,32849727.0,100.0
157,Mud,"$32,613,173",21590086.0,66.2,11023087.0,33.8
158,Midsummer's Equation,"$32,514,549",57982996.94,47.41,32514549.0,100.0
159,Kevin Hart: Let Me Explain,"$32,318,051",32244051.0,99.8,74000.0,0.2
160,Pokémon,"$32,293,377",57982996.94,47.41,32293377.0,100.0
161,The After-Dinner Mysteries,"$32,160,741",57982996.94,47.41,32160741.0,100.0
162,Underdogs,"$31,775,719",57982996.94,47.41,31775719.0,100.0
163,Spring Breakers,"$31,724,284",14124284.0,44.5,17600000.0,55.5
164,New World,"$31,670,607",457806.0,1.4,31212801.0,98.6
165,101 Proposals,"$31,283,838",57982996.94,47.41,31283838.0,100.0
166,A Wedding Invitation,"$30,665,036",14350.0,47.41,30650686.0,100.0
167,Silent Witness,"$29,315,945",57982996.94,47.41,29315945.0,100.0
168,Special ID,"$29,139,936",12666.0,47.41,29127270.0,100.0
169,Kokowääh 2,"$28,811,936",57982996.94,47.41,28811936.0,100.0
170,The Suspect,"$28,674,130",218693.0,0.8,28455437.0,99.2
171,The Four 2,"$28,599,970",57982996.94,47.41,28599970.0,100.0
172,The Kiyosu Conference,"$28,338,665",57982996.94,47.41,28338665.0,100.0
173,I Give It a Year,"$28,328,531",34657.0,0.1,28293874.0,99.9
174,Mandela: Long Walk to Freedom,"$27,985,788",8323085.0,29.7,19662703.0,70.3
175,Dark Skies,"$27,858,103",17418667.0,62.5,10439436.0,37.5
176,Nebraska,"$27,682,872",17654912.0,63.8,10027960.0,36.2
177,The Incredible Burt Wonderstone,"$27,437,881",22537881.0,82.1,4900000.0,17.9
178,Gorko!,"$27,369,902",57982996.94,47.41,27369902.0,100.0
179,Khumba,"$27,187,375",1029.0,47.41,27186346.0,100.0
180,You're Next,"$26,895,481",18494006.0,68.8,8401475.0,31.2
181,Mr. Go,"$26,835,201",57982996.94,47.41,26835201.0,100.0
182,The Break Up Man,"$26,477,012",57982996.94,47.41,26477012.0,100.0
183,The Way Way Back,"$26,474,920",21506546.0,81.2,4968374.0,18.8
184,We Are the Nobles,"$26,433,651",57982996.94,47.41,26433651.0,100.0
185,The Stolen Years,"$26,249,553",57982996.94,47.41,26249553.0,100.0
186,One Night Surprise,"$26,220,159",57982996.94,47.41,26220159.0,100.0
187,Platinum Data,"$26,052,718",57982996.94,47.41,26052718.0,100.0
188,Gekijouban SPEC: Kurôzu - Zen no hen,"$25,860,404",57982996.94,47.41,25860404.0,100.0
189,Unbeatable,"$25,816,154",57982996.94,47.41,25816154.0,100.0
190,Man on the Edge,"$25,774,679",57982996.94,47.41,25774679.0,100.0
191,Enough Said,"$25,288,872",17550872.0,69.4,7738000.0,30.6
192,The Last Exorcism Part II,"$25,051,865",15179302.0,60.6,9872563.0,39.4
193,"Me, Myself and Mum","$24,991,467",57982996.94,47.41,24991467.0,100.0
194,Drug War,"$24,676,341",128195.0,0.5,24548146.0,99.5
195,The Great Beauty,"$24,582,838",2852400.0,11.6,21730438.0,88.4
196,The Tale of The Princess Kaguya,"$24,479,719",703232.0,2.9,23776487.0,97.1
197,Trance,"$24,261,569",2328743.0,9.6,21932826.0,90.4
198,The Railway Man,"$24,174,885",4438438.0,18.4,19736447.0,81.6
199,Out of Inferno,"$24,109,886",57982996.94,47.41,24109886.0,100.0
200,Bring Happiness Home,"$23,980,000",57982996.94,47.41,23980000.0,100.0
1,Transformers: Age of Extinction,"$1,104,054,072",245439076.0,22.2,858614996.0,77.8
2,The Hobbit: The Battle of the Five Armies,"$956,019,788",255119788.0,26.7,700900000.0,73.3
3,Guardians of the Galaxy,"$772,776,600",333176600.0,43.1,439600000.0,56.9
4,Maleficent,"$758,410,378",241410378.0,31.8,517000000.0,68.2
5,The Hunger Games: Mockingjay - Part 1,"$755,356,711",337135885.0,44.6,418220826.0,55.4
6,X-Men: Days of Future Past,"$746,045,700",233921534.0,31.4,512124166.0,68.6
7,Captain America: The Winter Soldier,"$714,421,503",259766572.0,36.4,454654931.0,63.6
8,Dawn of the Planet of the Apes,"$710,644,566",208545589.0,29.3,502098977.0,70.7
9,The Amazing Spider-Man 2,"$708,982,323",202853933.0,28.6,506128390.0,71.4
10,Interstellar,"$681,070,397",188020017.0,27.6,493050380.0,72.4
11,Big Hero 6,"$657,827,828",222527828.0,33.8,435300000.0,66.2
12,How to Train Your Dragon 2,"$621,537,519",177002924.0,28.5,444534595.0,71.5
13,American Sniper,"$547,626,372",350126372.0,63.9,197500000.0,36.1
14,Godzilla,"$524,976,069",200676069.0,38.2,324300000.0,61.8
15,Rio 2,"$498,781,117",131538435.0,26.4,367242682.0,73.6
16,Teenage Mutant Ninja Turtles,"$485,004,754",191204754.0,39.4,293800000.0,60.6
17,The Lego Movie,"$468,060,692",257760692.0,55.1,210300000.0,44.9
18,Lucy,"$458,863,600",126663600.0,27.6,332200000.0,72.4
19,Penguins of Madagascar,"$373,515,621",83850911.0,22.4,289664710.0,77.6
20,Edge of Tomorrow,"$370,541,256",100206256.0,27.0,270335000.0,73.0
21,Gone Girl,"$369,330,363",167767189.0,45.4,201563174.0,54.6
22,Night at the Museum: Secret of the Tomb,"$363,204,635",113746621.0,31.3,249458014.0,68.7
23,Noah,"$359,200,044",101200044.0,28.2,258000000.0,71.8
24,The Maze Runner,"$348,319,861",102427862.0,29.4,245891999.0,70.6
25,300: Rise of an Empire,"$337,580,051",106580051.0,31.6,231000000.0,68.4
26,22 Jump Street,"$331,333,876",191719337.0,57.9,139614539.0,42.1
27,The Fault in Our Stars,"$307,166,834",124872350.0,40.7,182294484.0,59.3
28,Divergent,"$288,885,818",150947895.0,52.3,137937923.0,47.7
29,Mr. Peabody & Sherman,"$275,698,039",111506430.0,40.4,164191609.0,59.6
30,Neighbors,"$270,665,134",150157400.0,55.5,120507734.0,44.5
31,Exodus: Gods and Kings,"$268,175,631",65014513.0,24.2,203161118.0,75.8
32,Paddington,"$268,047,808",76271832.0,28.5,191775976.0,71.5
33,Annabelle,"$257,047,661",84273813.0,32.8,172773848.0,67.2
34,Hercules,"$244,819,862",72688614.0,29.7,172131248.0,70.3
35,RoboCop,"$242,688,965",58607007.0,24.1,184081958.0,75.9
36,The Imitation Game,"$233,555,708",91125683.0,39.0,142430025.0,61.0
37,Non-Stop,"$222,809,600",92168600.0,41.4,130641000.0,58.6
38,Dracula Untold,"$217,124,280",56280355.0,25.9,160843925.0,74.1
39,The Expendables 3,"$214,657,577",39322544.0,18.3,175335033.0,81.7
40,Into the Woods,"$212,902,372",128002372.0,60.1,84900000.0,39.9
41,Fury,"$211,817,906",85817906.0,40.5,126000000.0,59.5
42,Need for Speed,"$203,277,636",43577636.0,21.4,159700000.0,78.6
43,The Other Woman,"$196,710,396",83911193.0,42.7,112799203.0,57.3
44,The Equalizer,"$192,330,738",101530738.0,52.8,90800000.0,47.2
45,Breakup Buddies,"$189,017,596",777896.0,0.4,188239700.0,99.6
46,Stand by Me Doraemon,"$183,442,714",57982996.94,47.41,183442714.0,100.0
47,Serial Bad Weddings,"$176,404,493",57982996.94,47.41,176404493.0,100.0
48,The Monkey King: Havoc in Heaven's Palace,"$175,835,580",57982996.94,47.41,175835580.0,100.0
49,The Grand Budapest Hotel,"$172,936,941",59301324.0,34.3,113635617.0,65.7
50,Dumb and Dumber To,"$169,837,010",86208010.0,50.8,83629000.0,49.2
51,Into the Storm,"$161,502,194",47602194.0,29.5,113900000.0,70.5
52,Unbroken,"$161,459,297",115637895.0,71.6,45821402.0,28.4
53,The Monuments Men,"$155,641,650",78031620.0,50.1,77610030.0,49.9
54,Ride Along,"$154,468,902",134938200.0,87.4,19530702.0,12.6
55,Planes: Fire & Rescue,"$146,965,787",59165787.0,40.3,87800000.0,59.7
56,The Taking of Tiger Mountain,"$141,654,055",228984.0,0.2,141425071.0,99.8
57,The Admiral: Roaring Currents,"$138,342,258",2589811.0,1.9,135752447.0,98.1
58,Let's Be Cops,"$138,224,951",82390774.0,59.6,55834177.0,40.4
59,Annie,"$136,853,506",85911262.0,62.8,50942244.0,37.2
60,Jack Ryan: Shadow Recruit,"$135,503,748",50577412.0,37.3,84926336.0,62.7
61,Blended,"$127,994,610",46294610.0,36.2,81700000.0,63.8
62,Sex Tape,"$126,069,509",38543473.0,30.6,87526036.0,69.4
63,The Theory of Everything,"$123,726,688",35893537.0,29.0,87833151.0,71.0
64,The Nut Job,"$120,885,527",64251541.0,53.2,56633986.0,46.8
65,Pompeii,"$117,831,631",23219748.0,19.7,94611883.0,80.3
66,Seventh Son,"$114,178,613",17223265.0,15.1,96955348.0,84.9
67,The Purge: Anarchy,"$111,928,365",71962800.0,64.3,39965565.0,35.7
68,"Dad, Where Are We Going?","$111,870,000",57982996.94,47.41,111870000.0,100.0
69,The Boxtrolls,"$108,255,770",50837305.0,47.0,57418465.0,53.0
70,Horrible Bosses 2,"$107,645,357",54445357.0,50.6,53200000.0,49.4
71,The Breakup Guru,"$106,980,263",208959.0,0.2,106771304.0,99.8
72,Ouija,"$103,590,271",50856010.0,49.1,52734261.0,50.9
73,Birdman or (The Unexpected Virtue of Ignorance),"$103,215,094",42340598.0,41.0,60874496.0,59.0
74,Transcendence,"$103,039,258",23022309.0,22.3,80016949.0,77.7
75,Heaven Is for Real,"$101,888,019",91443253.0,89.7,10444766.0,10.3
76,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","$100,654,149",66954149.0,66.5,33700000.0,33.5
77,Tammy,"$100,375,432",84525432.0,84.2,15850000.0,15.8
78,PK,"$100,370,104",10616104.0,10.6,89754000.0,89.4
79,The Continent,"$100,125,957",57982996.94,47.41,100125957.0,100.0
80,The Book of Life,"$99,783,556",50151543.0,50.3,49632013.0,49.7
